price,año_lanzamiento,developer,item_id
5.99,2015,Northbrain,418050
2.99,2015,"Math Nerd Productions, LLC",415990
6.99,2015,Meridian'93,428260
6.99,2015,Meridian'93,428280
6.99,2015,Meridian'93,428270
6.99,2015,Meridian'93,428250
19.99,2015,Digital Train Model,325964
0.99,2015,SMD Gaming Studio,429040
4.99,1997,Cavedog Entertainment,298030
0.0,2015,Futuremark,407080
19.99,2015,Dovetail Games,325994
0.0,2015,Futuremark,406960
0.0,2015,Futuremark,406950
1.99,2015,"Pilgrim Adventures,GrabTheGames Studios",429470
0.0,2015,Daybreak Game Company,429730
4.99,2015,Pump Action Games,426930
6.99,2015,Zadzen Games Ltd.,410490
3.99,2015,Roaming Ground Studio,417060
4.99,2015,Spooky Cat,339320
6.99,2015,Randomnine Ltd,430000
14.99,2015,Sirlin Games,386740
3.99,2015,eight game studio,430020
0.99,2015,Bulkhead Studios Corporation,382250
7.99,2015,Sketchy Logic,427650
14.99,2015,Sketchy Logic,384630
1.99,2015,Nordic Mist Games,430280
4.99,2015,JDM4iK,412880
4.99,2015,Shark Tree Studios,428240
14.99,2015,Nexon,429450
0.0,2015,Futuremark,402290
0.99,2015,Mayhem Games USA,361250
0.0,2015,Futuremark,393480
14.99,2015,Stygian Software,250520
5.99,2015,"Workroom7,Creobit",415830
4.99,2015,HyperKat Games,425010
9.99,2015,Stoneworks Games,426590
0.0,2013,Choice of Games,428030
4.99,2013,Choice of Games,428020
2.99,2015,Ubisoft - San Francisco,390410
29.99,2015,"SmiteWorks USA, LLC",425181
29.99,2015,"SmiteWorks USA, LLC",425180
29.99,2015,"SmiteWorks USA, LLC",425182
7.99,2015,"SmiteWorks USA, LLC",428520
14.99,2015,OlderBytes,408400
4.99,2015,Best Gaem Studio,416760
0.99,2015,From Nothing Game Studios,420450
2.99,2015,Ubisoft - San Francisco,390406
3.99,2015,From Nothing Game Studios,403300
0.99,2015,Second Variety Games,406920
7.99,2015,"Berserk Games,NSKN Games",425960
0.0,2015,KIXEYE,339600
12.99,2015,Huy Phan,414950
14.99,2015,Sirlin Games,408550
1.99,2015,Cliax Games,397640
18.99,2015,"Team NINJA,KOEI TECMO GAMES CO., LTD.",425140
7.99,2015,StudioGIW,421890
7.99,2015,Jukio Kallio,428400
10.99,2015,Flightless,422300
0.0,2015,Ebonscale Games,428090
39.99,2015,Offworld Industries,393380
0.0,2015,Queen Birdface Productions,370590
1.99,2015,Minindustries Game Factory,418170
4.99,2015,VGstudio,424000
2.99,2015,Travian Games GmbH,386510
1.99,2015,Cat Rabbit,421100
2.99,2015,Kylotonn Racing Games,398472
9.99,2015,The Game Species,403390
0.0,2015,GDT Limited,412470
1.99,2015,Droog71,380570
7.99,2015,Kylotonn Racing Games,398471
8.99,2015,"Grip Games,3Division",386400
1.99,2015,"Grip Games,3Division",401700
4.99,2012,Choice of Games,423440
6.99,2015,Aaron Oldenburg,406730
1.99,2015,"SmiteWorks USA, LLC",425030
1.99,2015,"SmiteWorks USA, LLC",425090
1.99,2015,"SmiteWorks USA, LLC",425060
1.99,2015,"SmiteWorks USA, LLC",425020
4.99,2015,GuGames Development,412270
2.99,2015,Kylotonn Racing Games,398470
0.99,2015,Yellow Worm Studios,405590
29.99,2015,"Olde Sküül,Sculptured Software",200150
2.99,2015,Abrupt Games,402460
0.0,2012,Choice of Games,423450
49.99,2015,Piranha Games Inc.,412242
59.99,2015,Piranha Games Inc.,412243
19.99,2015,Snowbird Games,413710
29.99,2015,Piranha Games Inc.,412240
39.99,2015,Piranha Games Inc.,412241
0.0,2015,Bluehole Ginno Games,407510
29.99,2015,Auslogics Software,417540
19.99,2015,Bluehole Ginno Games,425981
4.99,2015,Bluehole Ginno Games,425980
4.99,2015,Wyrmling Productions,377190
24.99,2015,REX,379542
12.99,2015,Orbx,379565
9.99,2015,desunoya,413580
2.99,2015,"MindBlocks Studio, LLC",270110
1.99,2015,"KOEI TECMO GAMES CO., LTD.",426200
0.99,2015,Arc System Works,419476
6.99,2015,"KOEI TECMO GAMES CO., LTD.",426720
4.99,2015,"KOEI TECMO GAMES CO., LTD.",426700
1.99,2015,"KOEI TECMO GAMES CO., LTD.",426710
4.99,2015,Sector3 Studios,422670
7.99,2015,Outerminds Inc.,390520
9.99,2015,Milestone S.r.l.,403880
3.99,2015,Sinclair Strange,409070
17.99,2015,"CINEMAX, s.r.o.",375840
29.99,2015,Cliffhanger Productions,421900
34.99,2015,Kevin Nitschmann/Darius Bode,405360
4.99,2015,MobyDick Games,412010
19.99,2015,Dovetail Games,325991
5.99,1998,Metropolis,420970
19.99,2015,Square Enix,345350
9.99,2015,DotEmu,407600
0.99,2015,Arc System Works,419947
0.99,2015,Arc System Works,419946
0.99,2015,Arc System Works,419948
0.99,2015,Arc System Works,419944
0.99,2015,Arc System Works,419942
0.99,2015,Arc System Works,419945
0.99,2015,Arc System Works,419941
0.99,2015,Arc System Works,419940
0.99,2015,Arc System Works,419943
0.99,2015,Arc System Works,419939
0.99,2015,Arc System Works,419933
0.99,2015,Arc System Works,419935
0.99,2015,Arc System Works,419936
0.99,2015,Arc System Works,419931
0.99,2015,Arc System Works,419930
0.99,2015,Arc System Works,419479
0.99,2015,Arc System Works,419478
0.99,2015,Arc System Works,419477
2.99,2015,iFun4all S.A.,419500
2.99,2015,Kingdom Games,422691
4.99,2015,OMNIDREAM CREATIONS,419090
1.99,2015,OMNIDREAM CREATIONS,426220
2.99,2015,Kingdom Games,422690
24.99,2009,Quality Simulations,416190
0.0,2015,Quality Simulations,425910
0.0,2015,Quality Simulations,425920
0.0,2015,Quality Simulations,425930
0.0,2015,Quality Simulations,425750
0.0,2015,Quality Simulations,425940
0.0,2015,Specialbit Studio,426900
19.99,2015,Grey Dog Software,422140
0.99,2015,Startreming,396360
9.99,2015,"KOEI TECMO GAMES CO., LTD.",397720
0.99,2015,Arc System Works,419966
19.99,2015,Grey Dog Software,422130
9.99,2015,"KOEI TECMO GAMES CO., LTD.",413590
3.99,2014,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ",348240
0.0,2015,Team17 Digital Ltd,412990
7.99,2015,Odd Comet Games,412410
2.99,2015,Fun Infused Games,354030
7.99,2015,Jagex Limited,420650
7.99,2015,Z-Software,318680
24.99,2015,Aerosoft GmbH,379563
0.0,2015,Alientrap,417890
9.99,2015,"Virtual Basement LLC,Code Headquarters LLC",360940
16.99,2015,Jane Rachel Whittaker,343962
2.99,2015,Ubisoft - San Francisco,390402
2.99,2015,Ubisoft - San Francisco,390403
7.99,2015,Ubisoft - San Francisco,390405
9.99,2010,Petroglyph,413030
2.99,2015,Ubisoft - San Francisco,390404
9.99,2015,Sluggerfly,395200
8.99,2015,Astronomic Games,412170
1.99,2015,Orange_Juice,425360
11.99,2015,Zoink Games,337480
2.99,2015,Zoink Games,402640
4.99,2015,Zoink Games,412960
1.99,2015,Vigilant Addiction Studios,348210
2.99,2015,Zoink Games,402650
2.99,2015,SFB Games,421950
2.99,2015,SFB Games,421940
0.0,2015,Phyrnna,419210
9.99,2015,Neotenia,392600
14.99,2015,Ekuator Games,413330
0.0,2015,Royal Troupe,421920
8.99,2015,Cherry Pop Games,421771
3.99,2015,Cherry Pop Games,421770
0.0,2015,Cherry Pop Games,314000
6.99,2015,Quandary Solutions LTD,403680
11.99,2015,Manyland,342280
4.99,2015,zemaGamez,381050
12.99,2015,Samaritan Studios,422210
7.99,2015,Wolf Ray Studios,424310
11.99,2015,Vlambeer,242680
2.99,2015,Matthew Brown,416770
8.99,2015,Maschinen-Mensch,408510
11.99,2015,Matt Roszak,412670
2.99,2015,Arrowhead Game Studios,395230
19.99,2015,Arrowhead Game Studios,394510
2.99,2015,Arrowhead Game Studios,395232
2.99,2015,Arrowhead Game Studios,395233
2.99,2015,Arrowhead Game Studios,395234
2.99,2015,Arrowhead Game Studios,395231
3.99,2015,Milestone S.r.l.,392430
4.99,2015,Fastline Simulation,326020
4.99,2015,Fastline Simulation,326021
4.99,2015,Fastline Simulation,326029
4.99,2015,Fastline Simulation,326028
4.99,2015,Fastline Simulation,326026
24.99,2015,MeshTools,325956
4.99,2015,Fastline Simulation,326031
2.99,2015,isTom Games Kft.,415420
4.99,2015,John Wizard,423770
0.0,2015,Crows Crows Crows,409160
4.99,2015,Chronicle Bench,387060
3.99,2015,Choice of Games,423320
0.0,2015,Choice of Games,423330
3.99,2015,Hosted Games,423120
0.0,2015,Hosted Games,423130
5.99,2014,Retrocade.net,369310
0.0,2015,Retrocade.net,421780
39.99,2015,"KOEI TECMO GAMES CO., LTD.",410850
0.0,2015,Fatshark,419070
6.99,2015,Threaks,412970
4.99,1997,Impressions Games,404040
1.99,1994,Impressions Games,254920
2.99,1996,Impressions Games,397350
4.99,2004,Impressions Games,254860
9.99,2015,Organic 2 Digital Studio,414660
1.99,2015,Weixi Games,414110
2.99,2015,Valhalla Cats,425170
9.99,2015,"PolarityFlow,Adrian Zingg",387240
9.99,2015,Alice &amp; Smith,396810
0.0,2015,OVERKILL - a Starbreeze Studio.,422400
3.99,2015,Tuomo Laine,423740
5.99,2015,White Clover Worlds,424750
1.99,2015,Just1337 Studio,422250
3.49,2015,Ronimo Games,399834
4.99,2015,Ronimo Games,256506
5.99,2015,BrainGoodGames,421260
4.99,2015,Tin Man Games,389850
0.99,2015,Eyzi,425120
12.99,2015,Hammer Glass Studio,366510
0.99,2015,Xander's Corgi Arcade,414920
4.99,2015,McMagic Productions,425270
9.99,2015,Specialbit Studio,395860
6.99,2015,Threaks,257310
2.99,2015,Cliffhanger Productions,416712
2.99,2015,Cliffhanger Productions,416710
2.99,2015,Cliffhanger Productions,416713
2.99,2015,Cliffhanger Productions,416711
14.99,2015,Ubisoft Montreal,359550
4.99,2015,Jenito,391960
3.99,2015,"Psyonix, Inc.",408610
0.0,2015,Imigea Ltd,379250
9.99,2015,Vicious Cycle Software,369300
4.99,2015,INSIDE SYSTEM,420770
0.99,2015,Vicious Cycle Software,413790
19.99,2015,Afterthought LLC,376210
4.99,2015,"Atixx,ClorithStudio",371320
0.0,2015,weltenbauer. Software Entwicklung GmbH,404281
2.99,2015,Bacq Stellan,423760
0.0,2015,Bacq Stellan,424070
24.99,2015,Nano Games sp. z o.o.,304580
0.0,2015,NIKITA ONLINE,397040
0.0,2015,Small Town Studios,346370
1.99,2015,peakvox,419951
9.99,2015,Erotes studio,417110
3.99,2015,Fabraz,417980
1.99,2015,Avalanche Studios,388291
1.99,2015,Avalanche Studios,388290
2.49,2015,Avalanche Studios,388294
1.99,2015,Avalanche Studios,388292
7.99,2015,"FreshGem,Zillion Whales",421880
2.49,2015,Avalanche Studios,388293
2.99,2015,All Civilized Planets,410470
7.99,2015,Paradox Development Studio,373380
19.99,2015,Paradox Development Studio,373370
4.99,2015,Realore,423600
2.99,2015,Sabaton,415680
0.99,2015,Philip Royer,421620
2.99,2015,VDO Games,422120
0.0,2015,VDO Games,422160
5.99,2015,SmartArt Game Studio,363180
4.99,2015,"Klei Entertainment,Capybara Games",393010
9.99,2015,Professor Why,369460
4.99,2015,"NTT Plala Inc.,Roconilo Project",419000
8.99,2015,xinoro,332370
39.99,2015,Eko Software,384320
6.99,2015,Tianyu Studio,401330
0.0,2015,Robert Dahlenburg,423370
9.99,2015,Ectoplasm Studio Inc.,411630
0.99,2015,Freebird Games,418890
6.99,2015,Alientrap,424120
0.0,2015,Robot Loves Kitty,405980
5.99,2015,4-Panel Footprint,370370
0.0,2015,Eyzi,423880
1.99,2015,energy milk,411740
0.0,2015,Gaming Cats Studio,420880
0.0,2015,Blue Byte,336520
4.99,2015,Glowstick Entertainment,404550
2.99,2015,Ubisoft - San Francisco,390390
2.99,2015,Ubisoft - San Francisco,390391
2.99,2015,Ubisoft - San Francisco,390392
2.99,2015,Ubisoft - San Francisco,390394
2.99,2015,Ubisoft - San Francisco,390393
11.99,2015,Ubisoft - San Francisco,390395
4.99,2015,HA Studio Ltd.,420210
1.99,2015,AMPLITUDE Studios,407200
1.99,2015,Nikola Kostic,418580
4.99,2015,Markus Döbele,420920
0.0,2015,AMPLITUDE Studios,407210
7.49,2015,Slightly Mad Studios,334782
1.99,2015,Rocksteady Studios,401630
1.99,2015,Rocksteady Studios,401625
1.99,2015,Rocksteady Studios,401632
1.99,2015,Rocksteady Studios,401633
0.99,2015,Rocksteady Studios,405031
49.99,2015,VisualArts/Key,324160
1.99,2015,Rocksteady Studios,401631
0.99,2015,"Pilgrim Adventures,GrabTheGames Studios",420740
0.99,2015,Eddy Games,385310
9.99,2015,WayForward,350210
4.99,2015,Abraham Carreola,412730
8.99,2015,Magic Pants,342530
0.0,2015,Lab Zero Games,421830
4.99,2015,Very Simple Idea Studios,418910
2.99,2013,Alawar Entertainment,416310
11.99,2015,Studio Saizensen,384700
4.99,2015,Patrick God,365090
59.99,2015,"Robert Bonner,Boris Blosse,Jack Hanley,Ben Rawles",388030
4.99,2015,"Ben 'Yahtzee' Croshaw,Collected Worlds",403700
0.0,2015,Snapshot Games Inc.,419060
9.99,2015,Atomicom Limited,359060
2.99,2015,Atomicom Limited,381191
1.99,2015,Electroplasmatic Games,411050
2.99,2015,Electroplasmatic Games,400130
9.99,2015,Anuman Interactive,420000
3.99,2015,Hosted Games,421630
0.0,2015,Hosted Games,421640
1.99,2015,Handelabra Games Inc.,410480
29.99,2015,Reality Pump Studios,386280
9.99,2015,EGCL,400380
0.0,2015,Kyle Seeley,417860
0.99,2015,Autotivity Entertainment,334830
9.99,2015,Ink Stains Games,410110
7.99,2015,"Berserk Games,Stonemaier Games",417300
4.99,2018,Bundle Of Sticks Studios,412250
9.99,2015,Silver Cow Studio,420950
19.99,2015,Wolverine Studios,413460
24.99,2014,"Vermont Software Studios,LLC",298220
2.99,2015,Overcloud9,386130
0.99,2015,Kazakov Oleg,387930
9.99,2015,BANDAI NAMCO Studio Inc.,382470
0.0,2015,Squiddershins,418840
0.99,2015,Squiddershins,418440
2.99,2015,Rising Sun Interactive,383240
4.99,2015,Solanimus Inc.,380210
8.99,2015,Studio Namaapa,401290
9.99,2015,Ben 'Yahtzee' Croshaw,403830
19.99,2015,MuHa Games,378720
6.99,2010,b-alive gmbh,338630
19.99,2015,CreativeForge Games,307670
0.99,2015,Kisareth Studios,418310
1.99,2015,Mommy's Best Games,408150
0.99,2015,"Yunus Ayyildiz,Sho Ohhira",418040
1.99,2015,Mommy's Best Games,408160
19.99,2015,Webfoot Games,397420
5.99,2015,8Floor,396850
0.0,2015,Daybreak Game Company,420390
3.99,2015,Rionix,416320
4.99,2015,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",407470
0.0,2015,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",407472
4.99,2015,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",407471
39.99,2015,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",368500
0.0,2015,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",407473
3.99,2015,Wetgenes,388540
19.99,2015,Dovetail Games,325989
49.99,2015,NorbSoftDev,369390
1.99,2015,LifeSpark Entertainment,400600
19.99,2015,dark made games,416160
18.99,2015,Hydro Games,329040
3.99,2015,Sapphire Dragon Productions,420250
4.99,2015,Days of Wonder,350270
4.99,2015,DEADFACTORY,415950
0.0,2015,Daybreak Game Company,420410
2.99,2015,Cuveet Story,415400
0.0,2015,Tongsun,417420
19.99,2015,"peakvox,O-TWO inc.",346730
9.99,2015,Dharker Studio,398100
9.99,2015,Virtual Racing Industries Ltd.,419980
0.0,2015,Crytek,412940
6.99,2015,Virtavia,379243
0.0,2016,VisualTech48,418000
9.99,2015,Virtavia,379242
4.99,2015,10tons Ltd,394290
4.99,2015,Pixeljam,394220
7.99,2015,"Delirium Studios,pequeño salto mortal",411590
0.0,2015,Endless Loop Studios,419660
4.99,2015,Endless Loop Studios,331720
9.99,2015,Eagle Dynamics SA,316961
1.99,2015,Boogygames Studios,389160
0.99,2015,Boogygames Studios,420050
14.99,2015,"Thomas Biskup,Jochen Terstiege,Zeno Rogue,Krzysztof Dycha,Lucas Dieguez",333300
0.0,2015,Room710Games,415870
0.0,2015,Phyrnna,419290
4.99,2015,"Elias Viglione,Jussi Kukkonen",385511
2.99,2015,"Elias Viglione,Jussi Kukkonen",385510
14.99,2015,Chainsawesome Games,294000
4.99,2015,Chainsawesome Games,414780
5.99,2015,Jay-Run,416390
0.0,2015,Nooskewl,420240
34.99,2015,"Team NINJA,KOEI TECMO GAMES CO., LTD.",403351
0.99,2015,Charyb Games,338530
1.99,2015,Nomad Games,267785
1.99,2015,Nomad Games,267786
0.0,2015,Light Vision Interactive,386640
9.99,2015,Light Vision Interactive,410460
1.99,2015,Mommy's Best Games,408140
7.99,2015,Winnie Song,404400
1.99,2015,Is Future Bright,391180
7.99,2015,Qute,409480
6.99,1989,"Sphere, Inc.",410550
6.99,1999,TNT Team,376750
1.99,2015,Warfare Studios,370710
5.99,2015,Jardel Elias,415980
7.99,2015,07th Expansion,410890
24.99,2015,Illwinter Game Design,403950
2.99,2015,Daylight Studios,391860
6.99,1993,Third Millenium Software,410540
4.99,2015,Hajime Doujin Circle,408000
5.99,2015,Studio Pixel,407070
0.99,2015,ANPA.US,408100
2.99,2015,Anima Locus,418960
29.99,2015,ViewApp,345680
4.99,2015,HeroCraft Krasnodar,338120
29.99,2015,ViewApp,345681
0.0,2015,Dragon's Games,417520
19.99,2015,Romantic Railroads,325972
9.99,2015,Valhalla Cats,409100
2.99,2015,Dark Day Interactive,414210
19.99,2015,On Target Simulations,411470
0.0,2015,ICE Entertainment,390670
3.99,2015,VooFoo Studios,395900
5.99,2015,ASTRO PORT,404100
31.99,2013,Studio 397,365960
0.0,2013,Studio 397,400330
2.99,2015,GameIndica Entertainment,414500
4.99,2015,Klei Entertainment,376980
4.99,2015,Klei Entertainment,370650
19.99,2015,"CAVE Interactive CO.,LTD.",377860
4.99,2015,Vasara Entertainment,418080
9.99,2015,Dreamloop Games,389650
4.99,1994,Arcade Zone,412380
0.0,2015,Zepetto Co.,382850
4.99,2015,Fastline Simulation,326017
9.99,2003,"Relic Entertainment,THQ Nordic",324680
0.0,2015,Shumkov Dmitriy,409510
6.99,2015,Tomasz Wacławek,411100
4.99,2015,Fastline Simulation,326018
54.99,2015,"KOEI TECMO GAMES CO., LTD.",410750
54.99,2015,"KOEI TECMO GAMES CO., LTD.",406570
54.99,2015,"KOEI TECMO GAMES CO., LTD.",370730
0.99,2015,"Space Cat Studios,SnowFlame,Back To Basics Gaming",418070
4.99,2015,Curse Box Studios,416290
0.0,2015,Unwonted Studios,416130
9.99,2015,Cateia Games,413470
29.99,2015,Bethesda Game Studios,377160
16.99,2015,First Class Simulations,379559
7.99,2015,Julian Glander,404150
14.99,2015,Ankama Studio,401450
9.99,2015,BANDAI NAMCO Studio Inc.,382467
0.0,2015,Hajime Doujin Circle,408010
4.99,2015,Prologue Games,372310
4.99,2015,Hitcents,403180
9.99,2015,Kilted Camel,374830
4.99,2015,Liquid Dragon Studios,416080
19.99,2015,Digital Media Workshop,270230
3.99,2015,Aldorlea Games,409180
7.99,2015,Eko Software,340700
1.99,2015,Eko Software,346261
1.99,2015,Eko Software,346260
4.99,2015,InvertMouse,398980
2.99,2015,InvertMouse,399021
6.99,2014,Lazy Turtle Games,397960
19.99,2015,LuGus Studios,410340
9.99,2015,AltImage Games,374420
3.99,2015,Finalboss game studio,355020
4.99,2015,Retro Army Limited,385360
4.99,2015,Little Green Men Games,411420
0.99,2015,SCS Software,388472
9.99,2015,Dinosaur Polo Club,287980
5.99,2015,Choice of Games,416640
0.0,2015,Choice of Games,416650
2.99,2015,"Jetdogs Studios,CorePunch Gamestudio",409380
1.99,2015,InvertMouse,399020
0.99,2015,Thrill Pill Games,416170
5.99,2015,FireFly Studios,349231
4.99,2015,Overhead Games,409254
4.99,2015,Overhead Games,409251
19.99,2015,Dovetail Games,325979
4.99,2015,"Flashback Games,The Lordz Games Studio",405520
4.99,2015,Cooply Solutions,374990
19.99,2015,Logic Artists,290530
9.99,2015,Totem Games,414260
5.99,2015,Ivanovich Games,416350
4.99,2015,Aterdux Entertainment,416750
14.99,2015,Aterdux Entertainment,417160
7.99,2015,Overhead Games,409252
5.99,2015,LookAtMyGame,398530
5.99,2015,Overhead Games,409256
4.99,2015,"Precision Games, LLC",401170
0.0,2015,"Precision Games, LLC",410030
6.99,2015,Artifice Studio,288260
0.99,2015,"Pirozhok Studio,Vitaliy Ruzankin",417230
9.99,2015,Sunward Games,399890
9.99,2015,"SkyBox Labs,Forgotten Empires",355950
0.0,2015,Overhead Games,408930
29.99,2015,"Gunfire Games,Vigil Games,THQ Nordic",388410
4.99,2015,"Gunfire Games,Vigil Games,THQ Nordic",417380
29.99,2015,Dreamatrix,316370
5.99,1993,Infogrames,389470
0.0,2015,Landfall,375600
5.99,1995,Infogrames,359620
3.99,2015,Exordium Games,405650
3.99,2015,Realore,416340
7.99,2015,Overhead Games,409650
5.99,2015,Overhead Games,409253
6.99,2015,Overhead Games,409651
6.99,2015,Overhead Games,409241
9.99,2015,Overhead Games,409250
4.99,2015,Overhead Games,409255
3.99,2015,Mouldy Toof Studios,408730
3.99,2015,BANDAI NAMCO Studio Inc.,382468
19.99,2015,Blue Mammoth Games,387020
2.99,2015,Ubisoft - San Francisco,390382
2.99,2015,Ubisoft - San Francisco,390379
6.99,2015,Cyanide Studios,382210
2.99,2015,Ubisoft - San Francisco,390381
6.99,2015,Cyanide Studios,382910
2.99,2015,Ubisoft - San Francisco,390380
9.99,2015,Ubisoft - San Francisco,390383
0.0,2015,Petroglyph,399660
3.99,2015,Petroglyph,413052
3.99,2015,Petroglyph,413051
19.99,2015,"Grimm Bros, LLC",299600
1.99,2015,Extrokold Games,397570
3.99,2015,Petroglyph,413050
24.99,2015,Arc System Works,411390
0.0,2015,Studio Pixel,409690
4.99,2015,Overhead Games,409202
4.99,2015,Overhead Games,409203
4.99,2015,Overhead Games,409201
4.99,2015,Overhead Games,409200
2.99,2015,Blackfire Games,415320
7.99,2015,Overhead Games,409193
3.99,2015,"Dan FitzGerald,Trichotomy",364700
8.99,2015,"Pirozhok Studio,Vitaliy Ruzankin",414080
4.99,2015,Marmalade Game Studio Ltd,403120
49.99,2015,Overhead Games,409653
2.99,2015,Zoetrope Interactive,414640
2.99,2015,Zoetrope Interactive,414680
16.99,2015,FS2Crew,356960
9.99,2015,Delve Interactive,332620
4.99,2015,Delve Interactive,396760
29.99,2015,"SmiteWorks USA, LLC",415570
0.99,2015,Modesto Rabena,414470
0.0,2015,Focus Home Interactive,415750
1.99,2015,"Kelkafa Studios,Cardboard Sword Limited,Jet Stone Studios",365880
0.0,2015,Pen and Sword Games,402410
1.99,2015,Kerberos Productions Inc.,415220
1.99,2015,SecuritySession.com,342540
4.99,2015,Matthew Ritter,406780
9.99,1997,Interplay Inc.,38400
9.99,2015,Studio Saizensen,384690
0.0,2015,Luminy Studios,350990
54.99,2015,Remal IT,395960
9.99,2015,Alice &amp; Smith,379750
9.99,2015,Frogsong Studios AB,360620
7.99,2015,"Footmade,Dagestan Technology",390970
0.0,2015,"S.F. Bay Studios, Inc.",381290
29.99,2015,Sonic Team,329440
1.99,2015,Nooskewl,415890
14.99,2015,Plastic Games,393170
2.99,2015,YGGDRASIL STUDIO,382390
8.99,2015,Star Maid Games,408120
2.99,2015,ArrowGroundGames,413510
5.99,2015,Star Maid Games,414590
0.0,2015,Handelabra Games Inc.,407960
2.99,2015,InsGames,388070
19.99,2015,Oliver Keppelmüller,400470
29.99,2015,"Idea Factory,Compile Heart,Felistella",353270
0.99,2015,Mode 7,415440
0.99,2015,"Idea Factory,Compile Heart,Felistella",389150
0.0,2015,"Zykov Eddy,Xitilon",412140
4.99,2015,Epiphany Games,322690
1.99,2015,"Zykov Eddy,Xitilon",413840
19.99,2015,Alawar,398630
4.99,2015,K Bros Games,368590
0.0,2015,IObit,403040
29.99,2015,IObit,412090
13.99,2015,Gametek Brasil,350800
19.99,2015,17-BIT,300580
13.99,2015,Nexon,404240
6.99,2015,Nomad Games,267784
9.99,2015,Royal Polygon,404420
14.99,2015,KBJGames,382350
24.99,2015,Aerosoft GmbH,379552
12.99,2015,"Ice-Pick Lodge,General Arcade",384110
3.99,2015,Idea Factory,403455
4.99,2015,idea Factory,403457
4.99,2015,"Gergely Zsolnay,Richard Markos",390920
1.99,2015,idea Factory,403451
3.99,2015,Idea Factory,403454
2.99,2015,Idea Factory,403453
2.99,2015,Idea Factory,403450
2.99,2015,Idea Factory,403452
2.99,2015,Idea Factory,403456
4.99,2015,Kirill Kupryakhin,375320
4.99,2015,Realore,415330
2.99,2015,Realore,415390
4.99,2015,Skyhook Games,326016
0.0,2015,Section Studios,414520
29.99,2015,Nihon Falcom,251290
3.49,2015,Slightly Mad Studios,334790
4.99,2015,Touchfight Games LLC,413760
9.99,2015,"Jagex,Artplant",400841
2.99,2015,Kerim Kumbasar,410430
19.99,2015,Rocksteady,367480
9.99,2015,"C3SK,Robin Finck,Pedro Pimentel",413060
6.99,2015,Nekrosoft,279640
1.99,2015,Rocksteady,350172
1.99,2015,Rocksteady,313100
0.0,2015,AMPLITUDE Studios,410940
1.99,2015,Rocksteady Studios,401629
0.0,2015,Rising Sun Interactive,410680
3.99,2015,Realore,412930
13.99,2015,DebonosuWorks Inc.,378790
3.99,2015,"JMJ Interactive,Mårten Jonsson",407020
4.99,2015,VooFoo Studios,362360
12.99,2015,Wildgrass,325300
9.99,2015,Sunlight Games,404630
9.99,2015,Dysotek,380950
12.99,2015,West Coast Software,389740
3.99,2015,Choice of Games,410910
7.99,2011,Hosted Games,411570
0.0,2015,Choice of Games,410920
0.0,2011,Hosted Games,411580
59.99,2015,Audials AG,405470
0.99,2015,Nicolas Bernard,403860
7.99,2015,Kasaa Solution,350770
29.99,2015,Fatshark,235540
79.99,2015,"KADOKAWA,Yoji Ojima",363890
9.99,2015,"KADOKAWA,Yoji Ojima",403870
9.99,2015,"Murray Atkinson,Degica",405920
6.99,2015,Orange_Juice,335190
9.99,2015,Oreol,409590
15.99,2016,Krealit,335700
1.99,2015,Grizzly Wolf Games LLC,405610
3.99,2015,Teyon,385600
8.99,2015,studiocime,383690
0.0,2015,高考恋爱委员会,396960
6.99,2015,"Adventure Productions,10th Art Studio",378630
3.99,2015,Julia Games,408750
0.0,2013,Snipefish Entertainment,340980
19.99,2015,Idea Factory,389870
9.99,2015,Snapshot Games Inc.,319050
9.99,2015,Invoker Studios,397020
19.99,2015,Orbx,379548
9.99,2015,Cliffhanger Productions,405730
2.99,2015,Royal Troupe,408280
4.99,2015,Landfall,394850
6.99,2015,Flenx,409090
0.99,2015,Great War Team,395410
79.99,2015,Ankama Studio,381671
2.99,2015,VooFoo Studios Ltd,330280
9.99,2015,"Looking Glass Studios,Nightdive Studios",410710
2.99,2015,Realore,412480
24.99,2015,Sector3 Studios,408220
3.99,2012,Serious Games Interactive,395920
0.99,2015,Peter Moorhead,404080
29.99,2015,Code Club AB,366220
9.99,2015,"Q-Games Ltd.,Double Eleven",332330
4.99,2015,Ronimo Games,399833
14.99,2015,Special Circumstances,305840
5.99,2015,Ronimo Games,410100
8.99,2015,Sub Orbital Software,321350
4.99,2015,"Pusselbit,Sweet Studio Labs",409610
7.99,2015,Level Eight AB,372960
4.99,2015,Jesse Makkonen,395170
